Rank,Url,Category
54669,3drealms.com,Games
54680,mendelu.cz,Reference
54686,fides.org,Society
54698,bookweb.org,Business
54708,anixter.com,Business
54716,news-record.com,News
54717,blackamericaweb.com,Society
54723,amazines.com,Business
54724,suncountry.com,Recreation
54734,mortons.com,Business
54742,citylights.com,Arts
54750,plumvillage.org,Society
54751,sifma.org,Business
54761,arvest.com,Business
54768,civicus.org,Society
54806,deltaco.com,Business
54807,inter.net,Computers
54818,pem.org,Reference
54823,mvtimes.com,News
54831,camra.org.uk,Recreation
54834,yvr.ca,Business
54836,lizzynet.de,Kids
54843,gmap-pedometer.com,Reference
54867,booklistonline.com,Arts
54877,techmagnate.com,Computers
54880,bakeru.edu,Reference
54885,genecards.org,Science
54914,prisonstudies.org,Society
54918,jbonamassa.com,Arts
54981,alexslemonade.org,Health
54988,fmarion.edu,Reference
54991,conservative.org,Society
54994,pompeiisites.org,Science
55047,local6.com,Arts
55052,rim.com,Computers
55054,earlychristianwritings.com,Society
55062,freedos.org,Computers
55072,jsu.edu,Reference
55074,hollywoodbowl.com,Arts
55104,beckhoff.com,Business
55106,casa.gov.au,Recreation
55120,petri.co.il,Computers
55121,boomkat.com,Shopping
55132,smogon.com,Games
55156,mrs.org,Science
55163,elyrics.net,Arts
55194,thedailytimes.com,News
55202,stuffit.com,Computers
55204,northern.edu,Reference
55206,etcgroup.org,Science
55208,canterbury.ac.uk,Reference
55209,aisc.org,Business
55215,chester.ac.uk,Reference
55250,gamerankings.com,Games
55266,bakeca.it,Adult
55273,9-11commission.gov,Society
55296,downloadatoz.com,Computers
55298,pricewatch.com,Home
55301,gamefly.com,Shopping
55302,rheem.com,Business
55303,iwf.org.uk,Society
55320,analogx.com,Arts
55334,farmersinsurance.com,Business
55339,olay.com,Business
55341,jnu.ac.in,Reference
55346,areva.com,Business
55347,citizenlab.org,Society
55348,cameron.edu,Reference
55352,aebn.net,Adult
55356,ppa.com,Business
55387,issa.com,Business
55398,fox16.com,Arts
55403,bioworld.com,Business
55413,cleanclothes.org,Society
55414,kidzone.ws,Kids
55429,bengals.com,Sports
55433,shelfari.com,Computers
55435,witness.org,Society
55441,moneychimp.com,Business
55450,ipipeline.com,Business
55452,bto.org,Recreation
55458,voy.com,Computers
55465,solarviews.com,Kids
55466,networkofcare.org,Health
55468,tesoro.it,Society
55471,hotwheels.com,Recreation
55472,csg.org,Society
55475,lifewest.edu,Health
55496,pcguide.com,Home
55500,leadertelegram.com,News
55505,mortalkombat.com,Arts
55511,stopbadware.org,Computers
55512,wbal.com,Arts
55516,concretenetwork.com,Business
55517,vineyardvines.com,Shopping
55521,golflink.com,Sports
55526,franklin.edu,Reference
55529,dailyorange.com,News
55549,polkaudio.com,Business
55562,faro.com,Business
55565,jigzone.com,Games
55569,giro.com,Business
55573,girls-day.de,Kids
55577,haymarketbooks.org,Shopping
55584,papermart.com,Business
55585,familydollar.com,Business
55599,fraud.org,Society
55626,kansai-u.ac.jp,Reference
55639,albright.edu,Reference
55647,mccneb.edu,Reference
55648,merip.org,Society
55649,milforddailynews.com,News
55653,gosanangelo.com,News
55669,cups.org,Computers
55692,nccp.org,Society
55699,qt.com.au,News
55701,philosophynow.org,Society
55720,airastana.com,Recreation
55736,dole.com,Business
55751,atlanticrecords.com,Business
55753,cimb.com,Business
55766,nintendo.de,Games
55778,nycballet.com,Kids
55783,icma.org,Society
55785,wafflehouse.com,Business
55787,lionbrand.com,Shopping
55800,dailyrepublic.com,News
55811,resolve.org,Health
55823,kaplan.com,Reference
55853,avila.edu,Reference
55858,walsh.edu,Reference
55860,ntis.gov,Reference
55871,wsiltv.com,Arts
55874,debugmode.com,Computers
55877,pvamu.edu,Reference
55883,discountmugs.com,Business
55884,cognex.com,Business
55888,iaapa.org,Business
55893,dokkyo.ac.jp,Reference
55896,cabinetmagazine.org,Arts
55915,redtailtechnology.com,Computers
55932,calspas.com,Business
55936,kidzworld.com,Kids
55953,pkware.com,Computers
55957,semtech.com,Business
55963,regnow.com,Computers
55987,cybersitter.com,Computers
56005,freewebtown.com,Computers
56006,appian.com,Computers
56007,alaskausa.org,Business
56009,pbnation.com,Sports
56017,statistics.gr,Science
56030,wimbledon.org,Sports
56034,gardendesign.com,Home
56044,sleepinginairports.net,Home
56047,ago.net,Arts
56052,ascb.org,Science
56054,infoblox.com,Computers
56096,ncees.org,Science
56097,miata.net,Recreation
56100,1000bulbs.com,Shopping
56128,apma.org,Health
56141,privateislandsonline.com,Business
56148,csx.com,Business
56150,dotster.com,Computers
56161,uchc.edu,Health
56163,remhq.com,Arts
56175,examiner.com.au,News
56177,blueman.com,Arts
56181,proftpd.org,Computers
56193,iums.ac.ir,Health
56198,icalshare.com,Computers
56211,apic.org,Health
56215,vermontlaw.edu,Reference
56219,clubmonaco.com,Business
56247,thejewishmuseum.org,Reference
56254,photographyreview.com,Arts
56263,419eater.com,Society
56282,cerritos.edu,Reference
56285,rockthevote.com,Kids
56288,mrskin.com,Adult
56292,criticalthinking.org,Reference
56314,foliomag.com,Business
56326,kagoshima-u.ac.jp,Reference
56329,albertmohler.com,Society
56332,ricoh-usa.com,Business
56334,traxxas.com,Business
56337,cherokeemuseum.org,Reference
56346,futureelectronics.com,Business
56358,animalsasia.org,Society
56385,manpower.com,Business
56394,bletchleypark.org.uk,Kids
56396,gshock.com,Business
56402,voorhees.edu,Reference
56437,edgehill.ac.uk,Reference
56441,csc.fi,Computers
56444,gunma-u.ac.jp,Reference
56461,bizfilings.com,Business
56468,karmaloop.com,Shopping
56472,physicscentral.com,Kids
56483,mvrdv.nl,Business
56490,hhs.se,Reference
56510,rossignol.com,Business
56519,khi.co.jp,Business
56557,elal.co.il,Recreation
56576,newburyportnews.com,News
56596,onthesnow.com,News
56617,fatbraintoys.com,Shopping
56619,psychiatrist.com,Health
56626,heartmath.com,Health
56631,aaschool.ac.uk,Arts
56632,runtime.org,Computers
56652,fairus.org,Society
56656,adam.com,Business
56667,airport.kr,Business
56668,nojazzfest.com,Arts
56678,lindsey.edu,Reference
56679,filmlinc.com,Arts
56688,dimdi.de,Health
56696,nacsonline.com,Business
56705,bridgewater.edu,Reference
56706,glos.ac.uk,Reference
56710,damnsmalllinux.org,Computers
56713,santana.com,Arts
56727,dailyiowan.com,News
56762,nexternal.com,Business
56764,clarion.edu,Reference
56772,edtrust.org,Society
56774,tribune.com,News
56781,bikereg.com,Sports
56795,topsecretrecipes.com,Home
56796,airmauritius.com,Recreation
56812,oceanpark.com.hk,Science
56814,fuchs.com,Business
56823,nic.ar,Computers
56835,plexim.com,Science
56840,agfa.com,Computers
56842,citypopulation.de,Kids
56852,stardoll.com,Kids
56858,boijmans.nl,Reference
56861,thepigsite.com,Business
56864,roxy.com,Business
56875,mofa.gov.vn,Society
56878,wd40.com,Business
56895,littler.com,Society
56928,tu.org,Recreation
56950,shoecarnival.com,Business
56954,nls.uk,Reference
56968,universalclass.com,Reference
56977,kek.jp,Science
56979,dainese.com,Business
56988,arlingtoncemetery.net,Society
56994,plasticseurope.org,Business
56995,radio-locator.com,Arts
57001,alldata.com,Business
57017,mea.com.lb,Recreation
57025,asaecenter.org,Society
57047,hotdocs.ca,Arts
57048,cof.org,Society
57055,aic.edu,Reference
57059,klgates.com,Society
57072,dnj.com,News
57074,psr.org,Society
57084,whitelinks.com,Computers
57094,orrick.com,Society
57103,sputnikmusic.com,Arts
57109,morehouse.edu,Reference
57115,amren.com,Society
57130,actfl.org,Reference
57138,deltek.com,Computers
57140,southernct.edu,Reference
57144,sigur-ros.co.uk,Arts
57185,architecture.org,Reference
57189,soundtransit.org,Business
57213,mindtree.com,Business
57224,alvinailey.org,Arts
57228,kiwanis.org,Society
57237,ylighting.com,Shopping
57243,eulerhermes.com,Business
57260,mofa.gov.tw,Society
57264,igt.com,Games
57267,eng-tips.com,Science
57278,arri.com,Business
57281,massmoca.org,Shopping
57283,armyrecognition.com,Society
57292,cet.ac.il,Kids
57327,ceridian.com,Business
57337,borisfx.com,Arts
57345,slowtwitch.com,Sports
57358,lostateminor.com,Arts
57359,iisd.ca,Society
57363,rvc.ac.uk,Health
57378,bluesnews.com,Games
57391,xmradio.com,Arts
57399,classicalarchives.com,Arts
57428,cdfifund.gov,Science
57450,foei.org,Society
57467,phonescoop.com,Home
57472,dagstuhl.de,Computers
57474,marietta.edu,Reference
57476,americangaming.org,Business
57477,consumerwatchdog.org,Society
57479,czso.cz,Science
57497,cintas.com,Business
57507,bcbsm.com,Business
57513,seg.org,Science
57528,jacksonsun.com,News
57532,respondus.com,Computers
57534,tcelectronic.com,Business
57537,disneylatino.com,Kids
57538,ttuhsc.edu,Reference
57570,strata.com,Computers
57576,geographia.com,Kids
57591,slipstick.com,Computers
57594,nature.ca,Reference
57597,smm.org,Reference
57621,jensonusa.com,Shopping
57627,babynames.com,Home
57629,lyricsondemand.com,Arts
57636,vegsoc.org,Society
57643,egs.edu,Arts
57653,shell.us,Business
57672,glaucoma.org,Health
57675,ui.edu.ng,Reference
57677,abta.org,Health
57691,metrarail.com,Business
57701,itn.co.uk,Arts
57719,fuller.edu,Reference
57721,diplomatie.be,Society
57727,dofus.com,Games
57728,puritan.com,Shopping
57737,bookshare.org,Shopping
57758,smithsfoodanddrug.com,Shopping
57766,islandpress.org,Business
57773,ktre.com,Arts
57777,esl.eu,Games
57784,clarion.com,Business
57838,aerosmith.com,Arts
57868,publicschoolreview.com,Reference
57873,motorists.org,Recreation
57880,waketech.edu,Reference
57895,californiasciencecenter.org,Reference
57896,cruiseindustrynews.com,Business
57914,emdr.com,Health
57952,childrensmuseum.org,Kids
57978,hayhouse.com,Society
57984,kalw.org,Arts
57991,cdep.ro,Society
57995,datacolor.com,Business
57997,dhmo.org,Recreation
57998,frostbank.com,Business
58000,hinduonnet.com,News
58010,sangiin.go.jp,Society
58011,pagat.com,Games
58014,classical.net,Arts
58020,wittenberg.edu,Reference
58022,lyricsmania.com,Arts
58039,wit.edu,Reference
58040,recorder.com,News
58044,phillipscollection.org,Reference
58051,starchefs.com,Home
58056,alpinestars.com,Business
58061,bloodshed.net,Computers
58067,roteskreuz.at,Society
58069,ehime-u.ac.jp,Reference
58100,dbg.org,Home
58110,autoeurope.com,Business
58142,innocentive.com,Business
58177,eesi.org,Society
58197,commonwealmagazine.org,Society
58203,emulator-zone.com,Games
58216,imshealth.com,Business
58218,wolves.co.uk,Sports
58231,ivis.org,Health
58244,howdesign.com,Arts
58246,salvationarmy.org.uk,Society
58270,colormatters.com,Arts
58271,campingandcaravanningclub.co.uk,Recreation
58275,caricom.org,Society
58281,studygs.net,Reference
58297,dbu.edu,Reference
58302,martinguitar.com,Arts
58308,mortonarb.org,Home
58319,walkhighlands.co.uk,Kids
58321,drownedinsound.com,Arts
58327,dmns.org,Reference
58332,business2.com,Business
58340,heinz.com,Business
58348,osho.com,Society
58349,linktv.org,Arts
58367,ameren.com,Business
58371,minorityrights.org,Science
58394,cbs2chicago.com,Arts
58442,ncc.edu,Reference
58460,sittercity.com,Home
58467,asbmb.org,Science
58488,thomasmore.edu,Reference
58505,paperbackswap.com,Arts
58513,belarc.com,Computers
58515,ryukoku.ac.jp,Reference
58523,africau.edu,Reference
58529,geteducated.com,Reference
58541,456bereastreet.com,Computers
58546,nationalmortgagenews.com,Business
58561,stupidvideos.com,Recreation
58566,fulhamfc.com,Sports
58575,ceh.ac.uk,Science
58576,big5sportinggoods.com,Business
58580,bfi.org,Arts
58583,covergirl.com,Business
58587,vva.org,Society
58588,vitalchek.com,Shopping
58591,leaderu.com,Society
58599,eastwestcenter.org,Reference
58622,delmar.edu,Reference
58640,airship.com,Business
58642,mcdonalds.ca,Business
58651,finalemusic.com,Computers
58660,esomar.org,Business
58663,answering-islam.org,Society
58676,atom.com,Arts
58701,tiddlywiki.com,Computers
58715,uaex.edu,Science
58720,ica.coop,Business
58725,emoryhealthcare.org,Health
58727,nonesuch.com,Arts
58729,annistonstar.com,News
58739,tenneco.com,Business
58741,camera.org,News
58747,wctrib.com,News
58757,towerbridge.org.uk,Science
58776,groundhog.org,Society
58817,rndsystems.com,Science
58818,fcla.edu,Reference
58819,cardkingdom.com,Shopping
58872,ou.org,Society
58906,taylorguitars.com,Arts
58909,shambhala.com,Society
58916,kdhnews.com,News
58923,dsu.edu,Reference
58945,marcos.com,Business
58948,iccu.com,Business
58956,thejockeyclub.co.uk,Society
58961,tonyawards.com,Arts
58966,nfid.org,Health
59005,athlonsports.com,Sports
59020,abcgallery.com,Arts
59038,cooperindustries.com,Business
59052,christiancentury.org,Society
59062,erotikforum.at,Adult
59069,ccli.com,Business
59116,bigblueview.com,Sports
59123,naturalis.nl,Reference
59135,archivists.org,Reference
59164,teamxbox.com,Games
59165,uncitral.org,Society
59171,guerrillamail.com,Computers
59176,aclfestival.com,Arts
59193,motorcycle-usa.com,Recreation
59195,suez.com,Science
59196,schoolspecialty.com,Reference
59204,battleon.com,Games
59216,zephoria.com,Computers
59219,iraqinews.com,Society
59227,fukuoka-u.ac.jp,Reference
59229,wdwinfo.com,Recreation
59237,mcneese.edu,Reference
59246,wcjb.com,Arts
59272,ncpgambling.org,Health
59273,carrabbas.com,Business
59288,ladies.de,Adult
59304,otterbein.edu,Reference
59305,qmail.org,Computers
59306,displaymate.com,Computers
59312,santamariatimes.com,News
59314,bioconductor.org,Science
59330,tabasco.com,Shopping
59342,ctnow.com,News
59344,musictherapy.org,Health
59348,deschutesbrewery.com,Recreation
59351,diskinternals.com,Computers
59372,vfc.com,Business
59378,iii.com,Reference
59383,uwsuper.edu,Reference
59391,orangecoastcollege.edu,Reference
59405,ontheclock.com,Computers
59416,swtimes.com,News
59424,cjnews.com,News
59427,mackinac.org,Society
59446,latina.com,Society
59454,motherhood.com,Shopping
59456,wrex.com,Arts
59459,sohh.com,Arts
59472,deliaonline.com,Home
59474,vancity.com,Business
59493,uwb.edu.pl,Reference
59515,surepayroll.com,Business
59530,embo.org,Science
59541,bookpage.com,Arts
59567,radioiowa.com,Arts
59575,peoples.com,Business
59576,astho.org,Health
59597,profsurv.com,Science
59607,irmi.com,Business
59649,u-ryukyu.ac.jp,Reference
59650,synthtopia.com,Arts
59669,americancatholic.org,Society
59694,mixonline.com,Computers
59700,hutchnews.com,News
59703,rolandus.com,Arts
59714,e-sword.net,Society
59720,stimson.org,Society
59744,dsausa.org,Society
59748,soils.org,Science
59760,icrisat.org,Science
59765,botanical.com,Health
59768,mbda.gov,Society
59792,palestinemonitor.org,Society
59806,letssingit.com,Arts
59837,bryant.edu,Reference
59859,pricesmart.com,Business
59861,sportingbet.com,Games
59867,conceptdraw.com,Computers
59875,brickshelf.com,Recreation
59882,trucks.com,Business
59885,aku.edu,Reference
59887,lantronix.com,Business
59905,earthday.net,Society
59928,automation.com,Business
59971,fasthosts.co.uk,Computers
59973,unvienna.org,Society
60003,extron.com,Business
60005,enmu.edu,Reference
60006,vintage-erotica-forum.com,Adult
60017,thevenusproject.com,Arts
60027,crossbeam.com,Computers
60064,bw.edu,Reference
60078,west-wind.com,Computers
60079,audiology.org,Health
60105,pancanal.com,Business
60106,naturalengland.org.uk,Science
60110,koninklijkhuis.nl,Kids
60113,copper.org,Business
60115,thomas.edu,Reference
60122,ohiohealth.com,Health
60132,sees.com,Business
60137,publishers.org,Arts
60150,postregister.com,News
60154,umc.edu,Health
60155,herodote.net,Kids
60163,lander.edu,Reference
60171,whitecastle.com,Business
60182,worldagroforestry.org,Science
60184,ritual.com,Games
60191,unwatch.org,Society
60197,winonadailynews.com,News
60216,dtn.com,Business
60221,bushnell.com,Science
60229,rsm.nl,Reference
60262,hunterdouglas.com,Business
60274,bando.com,Business
60284,nunatsiaq.com,News
60285,provenwinners.com,Business
60290,miva.com,Computers
60301,iditarod.com,Sports
60324,nmra.org,Recreation
60349,panteion.gr,Reference
60352,frigidaire.com,Business
60353,queenmary.com,Society
60358,shoutfactory.com,Business
60367,vdu.lt,Reference
60374,lucent.com,Business
60377,nasba.org,Business
60384,goducks.com,Reference
60385,prisonfellowship.org,Society
60397,jbhunt.com,Business
60411,tblog.com,Computers
60428,smallarmssurvey.org,Society
60440,caregiving.org,Health
60451,boardreader.com,Computers
60473,bet-at-home.com,Games
60475,katom.com,Business
60483,wandtv.com,Arts
60484,editplus.com,Computers
60488,defense-update.com,Society
60489,physoc.org,Science
60496,bodum.com,Business
60501,woodweb.com,Arts
60502,idrivesafely.com,Business
60521,wwf.ca,Society
60523,aberdeennews.com,News
60549,organizeit.com,Shopping
60551,democratherald.com,News
60554,horchow.com,Shopping
60565,tinyprints.com,Shopping
60567,scripps.com,News
60610,akpress.org,Shopping
60629,duracell.com,Business
60643,interspire.com,Computers
60648,salemstate.edu,Reference
60668,zondervan.com,Society
60673,adorebeauty.com.au,Shopping
60691,stlamerican.com,News
60710,atozteacherstuff.com,Reference
60721,lowrance.com,Business
60742,mercyforanimals.org,Society
60769,eroticmedia.com,Adult
60784,cim.co.uk,Business
60794,neb.com,Science
60806,emagazine.com,Society
60810,barbour.com,Business
60816,hoophall.com,Reference
60819,landolakes.com,Business
60823,mudcat.org,Arts
60832,gifu-u.ac.jp,Reference
60849,loyolapress.com,Society
60856,ittoolbox.com,Business
60858,nsula.edu,Reference
60866,aabb.org,Health
60884,fiorano.com,Computers
60894,lung.ca,Health
60896,interweave.com,Arts
60907,opencontent.org,Computers
60915,carlsjr.com,Business
60927,woodforest.com,Business
60937,worldbookday.com,Kids
60951,videodetective.com,Arts
60955,bigsoccer.com,Shopping
60964,nsu.edu,Reference
60967,fredonia.edu,Reference
60969,flukenetworks.com,Computers
60994,mitsui.com,Business
60997,prisonexp.org,Kids
61000,neweracap.com,Shopping
61039,dooce.com,Society
61044,coleparmer.com,Science
61048,uu.edu,Reference
61050,dornbracht.com,Business
61059,fs.com,Science
61062,aps.com,Business
61070,totheweb.com,Computers
61079,bucadibeppo.com,Business
61080,nbpts.org,Reference
61082,flatheadbeacon.com,News
61095,ariat.com,Business
61097,takemefishing.org,Recreation
61114,reformer.com,News
61117,uwb.edu,Reference
61123,ntop.org,Computers
61139,angryalien.com,Arts
61178,amsat.org,Recreation
61196,rutherford.org,Society
61199,dreamworksanimation.com,Arts
61201,tvland.com,Arts
61203,covenanthouse.org,Home
61222,publishersmarketplace.com,Business
61235,mysticseaport.org,Reference
61239,celiac.com,Health
61249,naic.edu,Reference
61265,hotelnewsresource.com,Business
61312,konqueror.org,Computers
61316,defectivebydesign.org,Society
61318,cyclegear.com,Shopping
61328,fashionmodeldirectory.com,Business
61329,orafaq.com,Computers
61351,worthplaying.com,Games
61352,wisdomquotes.com,Reference
61376,teamworkonline.com,Business
61386,tigerwoods.com,Kids
61398,kva.se,Society
61409,terex.com,Business
61419,websteronline.com,Business
61432,nasioc.com,Recreation
61436,hearstcastle.org,Reference
61461,marketingpilgrim.com,Computers
61490,iprospect.com,Computers
61506,psc.edu,Computers
61511,sp.edu.sg,Reference
61517,script-o-rama.com,Arts
61541,cchealth.org,Health
61549,csu.edu,Reference
61561,peapod.com,Shopping
61566,rogue.com,Recreation
61568,eou.edu,Reference
61580,dvc.edu,Reference
61586,amcor.com,Business
61595,abcam.com,Science
61609,xeno-canto.org,Recreation
61616,iicrc.org,Business
61627,freenetproject.org,Computers
61631,sru.edu,Reference
61675,au.org,Society
61676,nic.it,Computers
61684,qualitylogoproducts.com,Business
61702,cleancss.com,Computers
61704,ctbuh.org,Business
61716,lcv.org,Society
61723,murad.com,Shopping
61725,kde-look.org,Computers
61735,anseladams.com,Arts
61738,nbk.com,Business
61747,stellaartois.com,Recreation
61761,greenparty.org.uk,Society
61776,komu.com,Arts
61811,linklaters.com,Society
61814,citypaper.net,News
61816,tul.cz,Reference
61821,tgw.com,Shopping
61842,cbs.gov.il,Science
61865,claymath.org,Science
61875,yardhouse.com,Business
61883,poetryarchive.org,Arts
61894,cpdl.org,Arts
61896,solent.ac.uk,Reference
61918,jrc.it,Society
61931,cdkitchen.com,Home
61932,transperfect.com,Business
61943,bits-pilani.ac.in,Reference
61969,speedtv.com,Business
61974,cudenver.edu,Reference
61977,vintagesynth.com,Arts
61989,nullsoft.com,Computers
61991,tenement.org,Reference
61995,deluge-torrent.org,Computers
61997,infoshop.org,Society
62025,aanp.org,Health
62031,nso.edu,Science
62036,boscovs.com,Shopping
62038,matweb.com,Science
62044,theanimalrescuesite.com,Society
62058,tombraider.com,Games
62059,nautica.com,Business
62076,sigcomm.org,Computers
62092,dailytrojan.com,News
62120,nkba.org,Business
62131,corrections.com,Society
62137,centrair.jp,Business
62140,sema.org,Business
62142,bcentral.cl,Business
62155,mccc.edu,Reference
62167,helpsystems.com,Computers
62173,prodigy.com,Business
62179,americangeriatrics.org,Health
62180,lmtribune.com,News
62181,schooltv.nl,Kids
62187,whataburger.com,Business
62188,kijk.nl,Kids
62206,sama.gov.sa,Society
62209,hyperreal.org,Society
62212,unum.com,Business
62225,oca.org,Society
62226,googleguide.com,Computers
62234,chronofhorse.com,Recreation
62242,thesca.org,Kids
62252,1800accountant.com,Business
62256,dailydemocrat.com,News
62259,monrovia.com,Business
62263,vgtu.lt,Reference
62271,ultimatesoftware.com,Computers
62282,authorsden.com,Arts
62284,dreamtheater.net,Arts
62290,monarchwatch.org,Kids
62295,ggu.edu,Reference
62309,doane.edu,Reference
62332,cmcc.edu,Reference
62351,hdrinc.com,Business
62361,chivas.com,Recreation
62364,educaweb.com,Kids
62372,controller.com,Shopping
62380,shakira.com,Arts
62381,kearneyhub.com,News
62406,mcclatchy.com,News
62407,herthabsc.de,Sports
62412,naesp.org,Reference
62430,newmont.com,Business
62451,infinityward.com,Games
62468,omsi.edu,Reference
62490,icaboston.org,Reference
62492,alltech.com,Business
62511,asml.com,Business
62514,momes.net,Kids
62519,dtcc.com,Business
62532,goldmoney.com,Science
62542,intersil.com,Business
62546,titansonline.com,Sports
62579,civilrightsmuseum.org,Reference
62581,wfyi.org,Arts
62597,megadeth.com,Arts
62627,learnnc.org,Reference
62633,ncausa.org,Business
62634,aspose.com,Computers
62647,play.net,Games
62648,nationstates.net,Games
62656,itochu.co.jp,Business
62662,fordhaminstitute.org,Society
62667,dinakaran.com,News
62670,vauxhall.co.uk,Business
62685,una.edu,Reference
62705,usp.ac.fj,Reference
62724,wawa.com,Business
62726,idt.com,Business
62732,good.com,Business
62740,independentmail.com,News
62744,hivelocity.net,Computers
62745,aina.org,Society
62747,mataf.net,Business
62770,bportugal.pt,Society
62778,tide.com,Home
62792,rosehosting.com,Computers
62809,fpf.pt,Sports
62820,antiphishing.org,Society
62828,outdoorindustry.org,Recreation
62850,thecourier.com.au,News
62863,blurty.com,Arts
62865,rtsoft.com,Shopping
62866,kongcompany.com,Business
62908,dymocks.com.au,Shopping
62936,totaltele.com,Business
62938,rubytuesday.com,Business
62939,flsouthern.edu,Reference
62941,drapersonline.com,Business
62950,rockbox.org,Home
63006,cityyear.org,Society
63042,pbgc.gov,Society
63049,imperial.edu,Reference
63070,atomicarchive.com,Kids
63071,nickbostrom.com,Society
63080,goldwave.com,Computers
63086,linux-magazine.com,Computers
63119,toyo.ac.jp,Reference
63139,trisakti.ac.id,Reference
63155,icomamerica.com,Business
63158,ecb.co.uk,Sports
63194,swig.org,Computers
63195,decaturdaily.com,News
63207,securiteam.com,Computers
63211,yamaguchi-u.ac.jp,Reference
63212,bayer04.de,Sports
63238,digilentinc.com,Computers
63253,recyclingtoday.com,Business
63274,pcma.org,Business
63277,keds.com,Shopping
63295,pressdisplay.com,News
63300,entergy.com,Business
63312,ciel.org,Society
63315,spafinder.com,Recreation
63317,rafmuseum.org.uk,Reference
63321,jcwhitney.com,Shopping
63322,tnt.tv,Arts
63336,themusiczoo.com,Shopping
63345,thecure.com,Arts
63348,stoa.org,Arts
63349,uslegalforms.com,Society
63354,newzcrawler.com,Computers
63375,thefishsite.com,Science
63381,wust.edu.cn,Reference
63390,thetrumpet.com,Society
63420,ippf.org,Health
63430,flightsim.com,Games
63458,arbor.edu,Reference
63460,childrens.com,Health
63484,dancemagazine.com,Arts
63493,celemony.com,Computers
63508,plosgenetics.org,Science
63512,html.net,Computers
63515,planningportal.gov.uk,Science
63516,dickeys.com,Business
63533,theintelligencer.net,News
63575,texarkanagazette.com,News
63587,icfj.org,News
63597,seagullscientific.com,Computers
63603,lillypulitzer.com,Shopping
63620,strose.edu,Reference
63636,bi.no,Reference
63637,nbb.be,Business
63646,sare.org,Science
63652,promedmail.org,Health
63659,au.edu,Reference
63694,sysresccd.org,Computers
63704,gtspirit.com,Sports
63714,momastore.org,Shopping
63720,saumag.edu,Reference
63737,mohegansun.com,Games
63751,hok.com,Business
63762,shoreline.edu,Reference
63786,davisenterprise.com,News
63822,stickam.com,Society
63828,arcelik.com.tr,Business
63830,icra.org,Computers
63831,enworld.org,Games
63849,wdef.com,Arts
63853,guitarplayer.com,Arts
63855,plattsburgh.edu,Reference
63856,dakine.com,Business
63872,prophet.com,Business
63878,studystack.com,Kids
63883,mavic.com,Business
63884,worth.com,Business
63897,asaging.org,Health
63907,nkp.cz,Reference
63930,20q.net,Games
63935,electrovoice.com,Business
63937,discountasp.net,Computers
63959,reliableplant.com,Business
64006,songmeanings.net,Arts
64051,kxii.com,Arts
64070,seymourduncan.com,Arts
64076,browning.com,Business
64077,disney.fr,Kids
64106,charismamag.com,Society
64116,mercyhurst.edu,Reference
64123,compuware.com,Computers
64147,sics.se,Computers
64153,wtov9.com,Arts
64176,kennisnet.nl,Kids
64181,issues.org,Science
64184,talkbass.com,Arts
64185,bcbsfl.com,Business
64196,umdnj.edu,Health
64233,jinx.com,Shopping
64239,immunotec.com,Business
64241,aiha.org,Health
64246,daysofwonder.com,Games
64254,hmns.org,Science
64259,eagle.org,Business
64264,mnb.hu,Society
64268,wnmu.edu,Reference
64279,nelson-atkins.org,Reference
64291,coxenterprises.com,Business
64306,western.edu,Reference
64316,adha.org,Health
64321,horseandhound.co.uk,Sports
64349,ccm.edu,Reference
64352,semesteratsea.org,Reference
64374,calgarystampede.com,Sports
64380,mylanguageexchange.com,Science
64391,smokeybear.com,Kids
64421,lssu.edu,Reference
64450,sermoncentral.com,Society
64452,nestleusa.com,Business
64458,meatlessmonday.com,Society
64476,ucmo.edu,Reference
64488,csnews.com,Business
64491,pall.com,Business
64505,tdwi.org,Computers
64524,gannon.edu,Reference
64534,liquidgeneration.com,Adult
64558,taleworlds.com,Games
64563,myfoxphilly.com,Arts
64574,delta.edu,Reference
64575,historyguide.org,Kids
64596,haworth.com,Business
64602,webbikeworld.com,Recreation
64603,findchips.com,Business
64606,beastieboys.com,Arts
64607,gwec.net,Business
64648,mammothmountain.com,Sports
64667,ixsystems.com,Computers
64678,fitness.gov,Health
64718,nerc.com,Business
64719,motu.com,Computers
64750,oregonzoo.org,Science
64751,sigurros.com,Arts
64780,education-world.com,Reference
64809,columbiabank.com,Business
64811,umces.edu,Science
64825,digipen.edu,Games
64837,claremont.org,Society
64838,mixedmartialarts.com,Shopping
64849,portlandgeneral.com,Business
64852,uncp.edu,Reference
64857,davisnet.com,Science
64877,frc.org.uk,Business
64879,trackandfieldnews.com,Sports
64914,ghin.com,Sports
64922,eldercare.gov,Health
64930,nemours.org,Health
64932,smirnoff.com,Recreation
64936,usplastic.com,Business
64950,sbp.org.pk,Society
64952,nfda.org,Society
64966,stewmac.com,Shopping
64968,washjeff.edu,Reference
64974,aep.com,Business
64997,securitybank.com,Business
65016,uboat.net,Recreation
65029,galderma.com,Business
65042,pcta.org,Recreation
65064,tombihn.com,Computers
65075,bwiairport.com,Business
65094,junkscience.com,Society
65116,qinetiq.com,Business
65121,oerlikon.com,Business
65132,owens.edu,Reference
65145,assurant.com,Business
65158,theleafchronicle.com,News
65165,wilsonart.com,Business
65184,thestandard.com,Science
65188,dwt.com,Society
